ID,WEEK,OBSDATE,OVERCROWDING,crowd3groups,crowd2groups,start.time,DAYFREE,stop.time,EVENT,VIOEVENT,REGION,RETURNS,OFFSCAT2_1,OFFSCAT2_2,OFFSCAT2_4,OFFSCAT2_5,PALWEEK,SEX_FLAG,STRIKE,AVCLOCK,CVCLOCK,PRIORSER,PRIORVIO,AGERLSE_G_1,AGERLSE_G_3,REGION_1,REGION_2,REGION_4,BLACK,LEVELTYPE_1,LEVELTYPE_2,LEVELTYPE_3,LEVELTYPE_4,LEVELTYPE_5,AGEFIRST,MALE,MH_FLAG,CONC_DIS_STD,RES_STAB_STD,PUB_ASSI_STD,PUNITIVE_STD,ADJRATE1_STD,SAMHSA_C_STD,MALEPA,BLACKPA
1706,104,2004-12-26,186.6,low,low,0,343,343,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,37,0,1,-0.5060064197,0.1005788743,-1.5120815039,-0.8960357308,-0.3202427626,-1.1689474583,0,0
1707,64,2004-03-14,185.4,low,low,0,585,585,1,3,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,34,1,0,-0.0958934277,1.1042401791,0.3283880949,-0.8042349219,1.2893944979,1.1475409269,1,1
1707,104,2004-12-26,185.4,low,low,585,872,1457,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,34,1,0,-0.0958934277,1.1042401791,0.3283880949,-0.8042349219,1.2893944979,1.1475409269,1,1
1708,47,2003-11-16,197.5,medium,high,0,32,32,1,3,3,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,1,0,-0.8881583214,-0.0922904834,-1.2585936785,-0.8042349219,1.2893944979,1.1168589592,0,1
1708,56,2004-01-18,198.4,medium,high,32,57,89,1,4,3,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,22,1,0,-0.8881583214,-0.0922904834,-1.2585936785,-0.8042349219,1.2893944979,1.1168589592,1,0
1708,104,2004-12-26,198.4,medium,high,89,400,489,0,0,3,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1,0,-0.8881583214,-0.0922904834,-1.2585936785,-0.8042349219,1.2893944979,1.1168589592,1,0
1709,25,2003-06-15,181.5,low,low,0,483,483,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1,0,-0.5565539002,-0.3182590902,0.1138246804,-0.8042349219,1.2893944979,1.1475409269,1,0
1709,104,2004-12-26,181.5,low,low,483,1043,1526,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,1,0,-0.5565539002,-0.3182590902,0.1138246804,-0.8042349219,1.2893944979,1.1475409269,1,0
1710,76,2004-06-06,185.5,low,low,0,767,767,1,3,2,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,26,1,0,-0.6324809194,0.8166673779,-0.6486498117,-0.7997999191,-0.5156743526,-0.0950787142,1,0
1710,104,2004-12-26,185.5,low,low,767,970,1737,0,0,2,0,0,1,0,0,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,1,26,1,0,-1.1276410818,-1.4658229351,-1.0188268423,-0.7997999191,-0.5156743526,-0.1717836261,1,0
1711,46,2003-11-09,201.6,medium,high,0,514,514,1,3,4,4,1,0,0,0,1,1,0,1,1,2,5,0,1,0,0,1,1,0,0,0,0,1,22,1,1,1.0242484808,1.8498263359,-0.2779547274,1.0415363312,-0.458248049,0.0890130773,1,0
1711,102,2004-12-12,207.9,high,high,514,130,644,1,2,4,4,1,0,0,0,0,1,0,1,1,2,5,0,1,0,0,1,1,0,0,0,0,1,22,1,1,0.0045150309,-0.4273270667,0.6796577573,0.8957823515,-0.4563067555,-0.7547409534,1,0
1711,103,2004-12-26,207.9,high,high,644,144,788,0,0,4,4,1,0,0,0,0,1,0,0,0,2,5,0,1,0,0,1,1,0,0,0,0,1,22,1,1,1.3600153923,0.7851147056,-0.3044889867,-0.8042349219,1.2893944979,1.1935638189,1,0
1712,104,2004-12-26,187.7,low,low,0,329,329,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,1,0,0.7414432764,-0.4803808033,-0.2440736741,-0.8042349219,1.2893944979,1.2089048624,0,1
1713,26,2003-06-22,194.6,medium,high,0,14,14,1,2,3,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,28,1,1,0.5450951457,0.5737730861,-0.2676956356,-0.8042349219,1.2893944979,1.1935638189,0,0
1713,104,2004-12-26,194.6,medium,high,14,567,581,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,1,1,0.3615772426,-0.9393388033,0.2518893778,-0.8042349219,1.2893944979,1.1782228947,0,1
1714,104,2004-12-26,208.6,high,high,0,102,102,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,36,1,0,0.4872149229,1.6222262383,0.5625509024,0.5710824728,-0.4055785835,-1.0001966953,1,0
1715,22,2003-05-25,190.6,medium,high,0,240,240,1,5,3,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1,0,-0.6013611555,0.828678906,-0.2129600793,0.8747732043,-0.4233145416,1.2549277544,0,0
1715,104,2004-12-26,205,high,high,240,283,523,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,1,0,-0.6013611555,0.828678906,-0.2129600793,0.8747732043,-0.4233145416,1.2549277544,0,0
1716,104,2004-12-26,203.4,medium,high,0,214,214,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,1,0,-0.0828991979,0.1972136945,-0.282976985,-0.8042349219,1.2893944979,1.2242457867,0,1
1717,104,2004-12-26,185.2,low,low,0,1094,1094,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,28,1,0,-1.4777123928,-2.139113903,0.6039597392,1.6981703043,-1.6633706093,-1.2149704695,1,0
1718,8,2003-02-16,201.1,medium,high,0,297,297,1,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,37,0,0,-0.78756845,-0.4413544536,-1.4029732943,0.5710824728,-0.4055785835,-1.0001966953,0,0
1718,70,2004-04-25,201.1,medium,high,297,731,1028,1,4,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,37,0,0,-0.1400619298,1.4197635651,-0.2240537554,0.8747732043,-0.4233145416,1.2856097221,0,0
1718,104,2004-12-26,201.1,medium,high,1028,976,2004,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,37,0,0,-0.2935816348,1.4234653711,0.2721730769,0.5710824728,-0.4055785835,-0.7087180018,1,0
1719,10,2003-03-02,186.3,low,low,0,571,571,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,43,1,0,-0.1190132573,1.589430213,-1.7647243738,-0.5132143497,-1.6860771179,-0.8928098083,1,0
1719,104,2004-12-26,197.5,medium,high,571,58,629,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,43,1,0,0.0030570433,-0.2830143869,1.0270724297,0.292335242,-0.9706577063,-0.9081507921,1,1
1720,82,2004-07-18,207.5,high,high,0,41,41,1,3,4,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,18,1,0,-0.5315127969,-0.600908041,0.0552669652,1.0415363312,-0.458248049,0.1043540612,0,1
1720,103,2004-12-19,207.9,high,high,41,144,185,1,2,4,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,18,1,0,-0.5315127969,-0.600908041,0.0552669652,1.0415363312,-0.458248049,0.1043540612,0,1
1720,104,2004-12-26,207.9,high,high,185,151,336,0,0,4,3,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,18,1,0,-0.5315127969,-0.600908041,0.0552669652,1.0415363312,-0.458248049,0.1043540612,0,1
1721,43,2003-10-19,183.3,low,low,0,170,170,1,3,2,2,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,32,1,1,-1.0144973993,-1.4474557638,-0.3625515401,-1.3332709074,-1.6158223152,-1.3990622759,1,0
1721,80,2004-07-04,188.5,low,low,170,53,223,1,1,2,4,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,32,1,1,-1.0144973993,-1.4474557638,-0.3625515401,-1.3332709074,-1.6158223152,-1.3990622759,1,0
1721,104,2004-12-26,188.5,low,low,223,228,451,0,0,2,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,32,1,1,-1.0144973993,-1.4474557638,-0.3625515401,-1.3332709074,-1.6158223152,-1.3990622759,1,0
1722,104,2004-12-26,201.1,medium,high,0,970,970,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,21,1,0,0.5967430472,1.7373687029,-0.4751460552,0.5710824728,-0.4055785835,-1.0001966953,1,0
1723,104,2004-12-26,189.5,low,low,0,836,836,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,1,0,1.2423428297,0.4528818727,0.6912301183,-0.8042349219,1.2893944979,1.2089048624,0,1
1724,60,2004-02-15,193.7,medium,high,0,60,60,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19,1,0,0.6785929799,0.410500735,0.2832062542,1.4208112955,-0.6892802119,-1.0615606308,1,0
1724,85,2004-08-08,193.7,medium,high,60,235,295,1,4,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,19,1,0,-0.0594750829,-0.4806682169,-1.0105782747,1.3822122812,-0.0002015339,-1.2149704695,1,0
1724,104,2004-12-26,193.7,medium,high,295,375,670,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,19,1,0,0.6785929799,0.410500735,0.2832062542,1.4208112955,-0.6892802119,-1.0615606308,1,0
1725,104,2004-12-26,185.5,low,low,0,1170,1170,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1,0,-0.6469075084,0.8828423619,0.8827514648,-0.8042349219,1.2893944979,1.1628818512,1,0
1726,104,2004-12-26,186.4,low,low,0,1713,1713,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41,1,0,-1.0501765013,-0.3422777057,-1.2602411509,0.5710824728,-0.4055785835,-0.8774688244,1,0
1727,15,2003-04-06,199.5,medium,high,0,36,36,1,4,4,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,19,1,0,0.5420836806,1.4815191031,0.7670983672,0.5710824728,-0.4055785835,-1.0001966953,1,0
1727,70,2004-04-25,203.7,medium,high,36,90,126,1,3,4,2,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,19,1,0,0.5420836806,1.4815191031,0.7670983672,0.5710824728,-0.4055785835,-1.0001966953,0,0
1727,104,2004-12-26,206.4,high,high,126,241,367,0,0,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,19,1,0,0.5420836806,1.4815191031,0.7670983672,0.5710824728,-0.4055785835,-1.0001966953,1,0
1728,104,2004-12-26,195.4,medium,high,0,1455,1455,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,1,0,-0.3858875334,-0.5347781181,-0.5518853664,-0.8042349219,1.2893944979,1.1782228947,0,0
1729,104,2004-12-26,203.7,medium,high,0,331,331,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,25,1,1,-0.8155530095,-0.927891016,2.203826189,1.0415363312,-0.458248049,-0.1564426422,1,1
1730,104,2004-12-26,188.9,low,low,0,3757,3757,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,35,1,0,-0.1612581611,-0.7118179798,0.3909561336,0.292335242,-0.9706577063,-0.9081507921,0,1
1731,104,2004-12-26,184,low,low,0,1093,1093,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,29,1,0,1.1860450506,0.3105165362,0.1497668028,-0.8042349219,1.2893944979,1.2089048624,1,0
1732,9,2003-02-23,186.2,low,low,0,137,137,1,3,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,24,1,1,-0.2228293419,0.7916294932,0.6517428756,-0.7997999191,-0.5156743526,-0.1871246099,1,0
1732,104,2004-12-26,186.2,low,low,137,809,946,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,1,1,-0.2228293419,0.7916294932,0.6517428756,-0.7997999191,-0.5156743526,-0.1871246099,1,0
1733,104,2004-12-26,190.7,medium,high,0,698,698,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,38,1,1,0.6480968595,0.4618356824,1.8368887901,-0.8042349219,1.2893944979,1.2242457867,1,0
1734,86,2004-08-15,183.2,low,low,0,799,799,1,3,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,18,1,0,0.2895237505,-0.3561343253,0.42450881,-0.3684669435,-0.7872508764,-0.0797377303,0,1
1734,104,2004-12-26,183.2,low,low,799,932,1731,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,18,1,0,0.2895237505,-0.3561343253,0.42450881,-0.3684669435,-0.7872508764,-0.0797377303,0,1
1735,61,2004-02-22,201.1,medium,high,0,652,652,1,2,4,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,41,1,0,1.0794440508,1.211579442,0.9785666466,0.5710824728,-0.4055785835,-1.0001966953,1,0
1735,71,2004-05-02,201.1,medium,high,652,722,1374,1,5,4,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,41,1,0,1.0794440508,1.211579442,0.9785666466,0.5710824728,-0.4055785835,-1.0001966953,1,0
1735,104,2004-12-26,208.1,high,high,1374,180,1554,0,0,4,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,41,1,0,0.8707088828,0.3333468139,0.0272445474,0.5710824728,-0.4055785835,-1.0001966953,1,0
1736,104,2004-12-26,189.6,low,low,0,1312,1312,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,39,1,0,0.3241144121,-0.9659097195,0.0068139564,0.8688815832,-0.9252591729,-1.0155376196,1,1
1737,37,2003-09-07,199.5,medium,high,0,159,159,1,2,4,7,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,27,1,0,-0.3062111139,1.2022469044,-0.5981026292,0.8747732043,-0.4233145416,1.1935638189,1,0
1737,104,2004-12-26,199.5,medium,high,159,635,794,0,0,4,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,27,1,0,-0.3062111139,1.2022469044,-0.5981026292,0.8747732043,-0.4233145416,1.1935638189,1,0
1738,67,2004-04-04,204.5,medium,high,0,607,607,1,4,4,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,23,1,0,0.1819914728,-0.3546815813,0.3102022409,0.8957823515,-0.4563067555,0.0276491474,1,0
1738,98,2004-11-07,206.7,high,high,607,37,644,1,5,4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,23,1,0,0.2678281069,0.3351365626,-1.4178022146,-0.8042349219,1.2893944979,1.1168589592,1,0
1738,104,2004-12-26,206.7,high,high,644,86,730,0,0,4,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,23,1,0,-0.4670782089,-0.1120440513,-0.3973062634,1.0415363312,-0.458248049,0.6106064916,1,0
1739,42,2003-10-12,187.2,low,low,0,327,327,1,3,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33,1,0,-0.5362217426,-1.4285466671,0.2380920947,-0.8042349219,1.2893944979,1.2089048624,1,1
1739,104,2004-12-26,212.8,high,high,327,49,376,0,0,3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,33,1,0,-0.3553493917,-1.2195398808,-0.1267660409,-0.8042349219,1.2893944979,1.2089048624,1,1
1740,104,2004-12-26,194.2,medium,high,0,2747,2747,0,0,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,24,1,0,1.1053613424,1.2235069275,-0.939434886,-0.8042349219,1.2893944979,1.1628818512,0,0
1741,104,2004-12-26,193.5,medium,high,0,362,362,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,35,1,0,0.0990301818,-0.5718791485,-0.1241676807,1.3822122812,-0.0002015339,-1.0769015551,0,0
1742,104,2004-12-26,204.3,medium,high,0,343,343,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,1,0,-0.4607255161,0.5449201465,-1.1435579062,0.8747732043,-0.4233145416,1.3316327333,1,0
1743,104,2004-12-26,187.7,low,low,0,1669,1669,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25,1,0,-1.2156270742,-0.0679922774,-0.2412420362,-1.8153613806,-1.0048490763,-0.1717836261,1,1
1744,104,2004-12-26,185.5,low,low,0,1167,1167,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1,0,0.3529899418,0.6824153066,0.3345923126,-0.8042349219,1.2893944979,1.070835948,1,0
1745,68,2004-04-11,192.7,medium,high,0,2445,2445,1,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1,0,-0.9868503809,-0.3124992847,-0.6667070389,-0.8042349219,1.2893944979,1.1321998835,0,1
1745,104,2004-12-26,192.7,medium,high,2445,2704,5149,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1,0,-0.4793743193,0.5598797202,-0.2873166203,0.5909893513,-0.447514087,-1.1075835228,0,1
1746,104,2004-12-26,206.4,high,high,0,241,241,0,0,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,30,1,0,0.9231360555,0.5615720153,-0.2587126195,0.5710824728,-0.4055785835,-1.0001966953,0,1
1747,80,2004-07-04,185.5,low,low,0,994,994,1,2,3,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,23,1,0,-0.0271405932,0.9689463377,-0.168735534,-0.8042349219,1.2893944979,1.2395868301,0,0
1747,81,2004-07-11,185.5,low,low,994,1001,1995,1,4,3,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,23,1,0,-0.1493166536,-1.3029341698,-0.4333701432,-0.8042349219,1.2893944979,0.1657179892,0,0
1747,104,2004-12-26,185.5,low,low,1995,1169,3164,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,1,0,1.0605781078,1.5468193293,0.1177747101,-0.8042349219,1.2893944979,1.1321998835,0,1
1748,6,2003-02-02,187.5,low,low,0,26,26,1,1,3,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,27,1,0,1.6047631502,-0.2314648479,0.167113319,-0.8042349219,1.2893944979,1.2089048624,0,0
1748,24,2003-06-08,200.2,medium,high,26,29,55,1,5,3,8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,27,1,0,1.6047631502,-0.2314648479,0.167113319,-0.8042349219,1.2893944979,1.2089048624,0,0
1748,77,2004-06-13,200.5,medium,high,55,189,244,1,4,3,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,27,1,0,1.6047631502,-0.2314648479,0.167113319,-0.8042349219,1.2893944979,1.2089048624,1,1
1748,104,2004-12-26,200.5,medium,high,244,385,629,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,1,0,1.6047631502,-0.2314648479,0.167113319,-0.8042349219,1.2893944979,1.2089048624,1,0
1749,104,2004-12-26,205.5,high,high,0,403,403,0,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,29,1,0,-0.442719698,0.9654038548,-1.044465661,0.5710824728,-0.4055785835,-1.0001966953,1,0
1750,34,2003-08-17,190.1,medium,high,0,89,89,1,2,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,31,1,0,0.3321308494,-0.0236569829,0.0214653555,0.292335242,-0.9706577063,-0.9081507921,0,0
1750,43,2003-10-19,190.1,medium,high,89,152,241,1,4,1,6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,31,1,0,0.3321308494,-0.0236569829,0.0214653555,0.292335242,-0.9706577063,-0.9081507921,0,0
1750,104,2004-12-26,198.3,medium,high,241,82,323,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,31,1,0,2.7813739777,0.7512248755,0.4578701258,0.292335242,-0.9706577063,0.0429901294,0,1
1751,104,2004-12-26,208.6,high,high,0,118,118,0,0,4,2,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,43,1,1,-1.7174249887,-1.6189899445,0.2532696128,0.8957823515,-0.4563067555,1.0401539803,0,0
1752,30,2003-07-20,190.1,medium,high,0,324,324,1,4,1,2,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,42,1,1,0.2014087588,-0.4705158174,-0.240436554,1.028072238,-0.510065496,-1.2149704695,1,1
1752,65,2004-03-21,193.5,medium,high,324,57,381,1,2,1,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,42,1,1,0.2014087588,-0.4705158174,-0.240436554,1.028072238,-0.510065496,-1.2149704695,1,1
1752,93,2004-10-03,198.3,medium,high,381,4,385,1,3,1,4,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,42,1,1,0.2014087588,-0.4705158174,-0.240436554,1.028072238,-0.510065496,-1.2149704695,1,1
1752,104,2004-12-26,197.5,medium,high,385,42,427,0,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,42,1,1,0.2014087588,-0.4705158174,-0.240436554,1.028072238,-0.510065496,-1.2149704695,1,1
1753,104,2004-12-26,189.5,low,low,0,815,815,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1,0,0.4933456481,-0.5629785657,1.2076779604,1.7743976116,0.2838962674,-1.0615606308,1,0
1754,104,2004-12-26,186.5,low,low,0,758,758,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,24,1,0,0.3615772426,-0.9393388033,0.2518893778,-0.8042349219,1.2893944979,1.1782228947,1,0
1755,104,2004-12-26,197.5,medium,high,0,50,50,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,63,1,0,0.984354794,0.8013589978,0.9647672772,0.292335242,-0.9706577063,-0.9388327599,1,1
1756,104,2004-12-26,189.5,low,low,0,806,806,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,35,1,0,-1.0501765013,-0.3422777057,-1.2602411509,1.3822122812,-0.0002015339,-0.8774688244,1,0
1757,33,2003-08-10,190.1,medium,high,0,339,339,1,2,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,24,1,0,0.3321308494,-0.0236569829,0.0214653555,0.292335242,-0.9706577063,-0.9081507921,1,1
1757,75,2004-05-30,190.1,medium,high,339,633,972,1,3,1,5,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,24,1,0,0.3517717123,-0.1947118789,0.540102005,0.292335242,-0.9706577063,-0.923491776,1,1
1757,104,2004-12-26,197.6,medium,high,972,118,1090,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,24,1,0,0.0450398475,-0.7564129829,0.8660818338,1.2404088974,-0.3917624652,-1.199629426,1,1
1758,103,2004-12-12,206.7,high,high,0,234,234,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,33,1,0,-1.0501765013,-0.3422777057,-1.2602411509,0.5710824728,-0.4055785835,-0.8774688244,1,0
1758,104,2004-12-19,206.7,high,high,234,241,475,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,33,1,0,-1.0501765013,-0.3422777057,-1.2602411509,0.5710824728,-0.4055785835,-0.8774688244,1,0
1759,53,2003-12-28,192.5,medium,high,0,57,57,1,3,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,20,1,0,0.3517717123,-0.1947118789,0.540102005,0.292335242,-0.9706577063,-0.923491776,0,1
1759,75,2004-05-30,192.8,medium,high,57,30,87,1,4,1,4,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,20,1,0,0.3517717123,-0.1947118789,0.540102005,0.292335242,-0.9706577063,-0.923491776,1,1
1759,104,2004-12-26,195.8,medium,high,87,15,102,0,0,1,4,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,20,1,0,0.3517717123,-0.1947118789,0.540102005,0.292335242,-0.9706577063,-0.923491776,1,1
1760,104,2004-12-26,189.6,low,low,0,4401,4401,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,24,1,0,1.0224727392,1.2755200863,0.0859282762,-0.8042349219,1.2893944979,1.1475409269,1,1
1761,41,2003-10-05,189,low,low,0,195,195,1,2,1,9,0,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,26,1,0,0.3134211004,0.1475960463,0.286528945,0.292335242,-0.9706577063,-0.8621278405,1,1
1761,104,2004-12-26,189,low,low,195,643,838,0,0,1,9,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,26,1,0,0.3134211004,0.1475960463,0.286528945,0.292335242,-0.9706577063,-0.8621278405,1,0
1762,104,2004-12-26,203.8,medium,high,0,498,498,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,0,0,-0.9933334589,-0.719905436,-1.2570447922,0.8747732043,-0.4233145416,1.3009507656,1,0
