"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"49 years"	"49"	"2010"	"2010"	913	4605901	19.8
	"49 years"	"49"	"2011"	"2011"	921	4519432	20.4
	"49 years"	"49"	"2012"	"2012"	925	4509567	20.5
	"49 years"	"49"	"2013"	"2013"	894	4494922	19.9
	"49 years"	"49"	"2014"	"2014"	964	4409209	21.9
	"49 years"	"49"	"2015"	"2015"	841	4152552	20.3
	"49 years"	"49"	"2016"	"2016"	747	4058008	18.4
	"49 years"	"49"	"2017"	"2017"	830	4050722	20.5
	"49 years"	"49"	"2018"	"2018"	789	4117603	19.2
	"49 years"	"49"	"2019"	"2019"	891	4329775	20.6
	"49 years"	"49"	"2020 "	"2020"	768	4265569	18.0
"Total"	"49 years"	"49"			17196	93856655	18.3
	"50 years"	"50"	"1999"	"1999"	485	3762700	12.9
	"50 years"	"50"	"2000"	"2000"	528	3808515	13.9
	"50 years"	"50"	"2001"	"2001"	608	3796146	16.0
	"50 years"	"50"	"2002"	"2002"	642	3881009	16.5
	"50 years"	"50"	"2003"	"2003"	653	3998812	16.3
	"50 years"	"50"	"2004"	"2004"	703	4121104	17.1
	"50 years"	"50"	"2005"	"2005"	649	4295348	15.1
	"50 years"	"50"	"2006"	"2006"	734	4264904	17.2
	"50 years"	"50"	"2007"	"2007"	744	4426479	16.8
	"50 years"	"50"	"2008"	"2008"	864	4471128	19.3
	"50 years"	"50"	"2009"	"2009"	919	4462192	20.6
	"50 years"	"50"	"2010"	"2010"	909	4660295	19.5
	"50 years"	"50"	"2011"	"2011"	909	4581833	19.8
	"50 years"	"50"	"2012"	"2012"	898	4505608	19.9
	"50 years"	"50"	"2013"	"2013"	932	4494482	20.7
	"50 years"	"50"	"2014"	"2014"	899	4491431	20.0
	"50 years"	"50"	"2015"	"2015"	862	4400288	19.6
	"50 years"	"50"	"2016"	"2016"	798	4131293	19.3
	"50 years"	"50"	"2017"	"2017"	759	4051078	18.7
	"50 years"	"50"	"2018"	"2018"	789	4026474	19.6
	"50 years"	"50"	"2019"	"2019"	783	4096572	19.1
	"50 years"	"50"	"2020 "	"2020"	746	4310670	17.3
"Total"	"50 years"	"50"			16813	93038361	18.1
	"51 years"	"51"	"1999"	"1999"	512	3601854	14.2
	"51 years"	"51"	"2000"	"2000"	540	3616997	14.9
	"51 years"	"51"	"2001"	"2001"	528	3796980	13.9
	"51 years"	"51"	"2002"	"2002"	614	3797199	16.2
	"51 years"	"51"	"2003"	"2003"	637	3886144	16.4
	"51 years"	"51"	"2004"	"2004"	643	4010062	16.0
	"51 years"	"51"	"2005"	"2005"	657	4138594	15.9
	"51 years"	"51"	"2006"	"2006"	753	4320192	17.4
	"51 years"	"51"	"2007"	"2007"	752	4294933	17.5
	"51 years"	"51"	"2008"	"2008"	829	4464006	18.6
	"51 years"	"51"	"2009"	"2009"	881	4514833	19.5
	"51 years"	"51"	"2010"	"2010"	902	4464631	20.2
	"51 years"	"51"	"2011"	"2011"	951	4626453	20.6
	"51 years"	"51"	"2012"	"2012"	963	4566251	21.1
	"51 years"	"51"	"2013"	"2013"	894	4489236	19.9
	"51 years"	"51"	"2014"	"2014"	971	4488666	21.6
	"51 years"	"51"	"2015"	"2015"	962	4479664	21.5
	"51 years"	"51"	"2016"	"2016"	857	4375892	19.6
	"51 years"	"51"	"2017"	"2017"	802	4121394	19.5
	"51 years"	"51"	"2018"	"2018"	791	4025069	19.7
	"51 years"	"51"	"2019"	"2019"	797	4004343	19.9
	"51 years"	"51"	"2020 "	"2020"	711	4076434	17.4
"Total"	"51 years"	"51"			16947	92159827	18.4
	"52 years"	"52"	"1999"	"1999"	485	3873166	12.5
	"52 years"	"52"	"2000"	"2000"	485	3707436	13.1
	"52 years"	"52"	"2001"	"2001"	521	3654405	14.3
	"52 years"	"52"	"2002"	"2002"	527	3785188	13.9
	"52 years"	"52"	"2003"	"2003"	591	3782009	15.6
	"52 years"	"52"	"2004"	"2004"	616	3868188	15.9
	"52 years"	"52"	"2005"	"2005"	672	3989065	16.8
	"52 years"	"52"	"2006"	"2006"	748	4114856	18.2
	"52 years"	"52"	"2007"	"2007"	805	4292620	18.8
	"52 years"	"52"	"2008"	"2008"	791	4264599	18.5
	"52 years"	"52"	"2009"	"2009"	899	4429228	20.3
	"52 years"	"52"	"2010"	"2010"	903	4500846	20.1
	"52 years"	"52"	"2011"	"2011"	931	4478180	20.8
	"52 years"	"52"	"2012"	"2012"	978	4609523	21.2
	"52 years"	"52"	"2013"	"2013"	944	4547907	20.8
	"52 years"	"52"	"2014"	"2014"	907	4480175	20.2
	"52 years"	"52"	"2015"	"2015"	949	4474344	21.2
	"52 years"	"52"	"2016"	"2016"	989	4452636	22.2
	"52 years"	"52"	"2017"	"2017"	883	4363205	20.2
	"52 years"	"52"	"2018"	"2018"	893	4094079	21.8
	"52 years"	"52"	"2019"	"2019"	803	4001782	20.1
	"52 years"	"52"	"2020 "	"2020"	698	3983727	17.5
"Total"	"52 years"	"52"			17018	91747164	18.5
	"53 years"	"53"	"1999"	"1999"	393	2785325	14.1
	"53 years"	"53"	"2000"	"2000"	517	3635040	14.2
	"53 years"	"53"	"2001"	"2001"	518	3631014	14.3
	"53 years"	"53"	"2002"	"2002"	508	3650409	13.9
	"53 years"	"53"	"2003"	"2003"	559	3783390	14.8
	"53 years"	"53"	"2004"	"2004"	591	3782872	15.6
	"53 years"	"53"	"2005"	"2005"	649	3871906	16.8
	"53 years"	"53"	"2006"	"2006"	686	3996095	17.2
	"53 years"	"53"	"2007"	"2007"	725	4124978	17.6
	"53 years"	"53"	"2008"	"2008"	760	4306809	17.6
	"53 years"	"53"	"2009"	"2009"	878	4281465	20.5
	"53 years"	"53"	"2010"	"2010"	879	4380354	20.1
	"53 years"	"53"	"2011"	"2011"	897	4458125	20.1
	"53 years"	"53"	"2012"	"2012"	913	4459925	20.5
	"53 years"	"53"	"2013"	"2013"	919	4589261	20.0
	"53 years"	"53"	"2014"	"2014"	925	4535748	20.4
	"53 years"	"53"	"2015"	"2015"	988	4463494	22.1
	"53 years"	"53"	"2016"	"2016"	950	4445605	21.4
	"53 years"	"53"	"2017"	"2017"	929	4437426	20.9
	"53 years"	"53"	"2018"	"2018"	893	4333375	20.6
	"53 years"	"53"	"2019"	"2019"	775	4068851	19.0
	"53 years"	"53"	"2020 "	"2020"	760	3979962	19.1
"Total"	"53 years"	"53"			16612	90001429	18.5
	"54 years"	"54"	"1999"	"1999"	389	2900567	13.4
	"54 years"	"54"	"2000"	"2000"	380	2817560	13.5
	"54 years"	"54"	"2001"	"2001"	507	3808740	13.3
	"54 years"	"54"	"2002"	"2002"	544	3626101	15.0
	"54 years"	"54"	"2003"	"2003"	556	3646923	15.2
	"54 years"	"54"	"2004"	"2004"	610	3782442	16.1
	"54 years"	"54"	"2005"	"2005"	600	3783820	15.9
	"54 years"	"54"	"2006"	"2006"	612	3874826	15.8
	"54 years"	"54"	"2007"	"2007"	701	4001168	17.5
	"54 years"	"54"	"2008"	"2008"	778	4132932	18.8
	"54 years"	"54"	"2009"	"2009"	809	4317125	18.7
	"54 years"	"54"	"2010"	"2010"	834	4291999	19.4
	"54 years"	"54"	"2011"	"2011"	888	4415607	20.1
	"54 years"	"54"	"2012"	"2012"	930	4437952	21.0
	"54 years"	"54"	"2013"	"2013"	921	4438340	20.8
	"54 years"	"54"	"2014"	"2014"	958	4574789	20.9
	"54 years"	"54"	"2015"	"2015"	979	4516527	21.7
	"54 years"	"54"	"2016"	"2016"	975	4433630	22.0
	"54 years"	"54"	"2017"	"2017"	958	4427991	21.6
	"54 years"	"54"	"2018"	"2018"	959	4405567	21.8
	"54 years"	"54"	"2019"	"2019"	838	4305603	19.5
	"54 years"	"54"	"2020 "	"2020"	756	4044734	18.7
"Total"	"54 years"	"54"			16482	88984943	18.5
	"55 years"	"55"	"1999"	"1999"	415	2859176	14.5
	"55 years"	"55"	"2000"	"2000"	371	2850600	13.0
	"55 years"	"55"	"2001"	"2001"	431	2851092	15.1
	"55 years"	"55"	"2002"	"2002"	499	3788111	13.2
	"55 years"	"55"	"2003"	"2003"	505	3601691	14.0
	"55 years"	"55"	"2004"	"2004"	509	3618001	14.1
	"55 years"	"55"	"2005"	"2005"	564	3748247	15.0
	"55 years"	"55"	"2006"	"2006"	628	3745012	16.8
	"55 years"	"55"	"2007"	"2007"	677	3829701	17.7
	"55 years"	"55"	"2008"	"2008"	728	3949524	18.4
	"55 years"	"55"	"2009"	"2009"	787	4074019	19.3
	"55 years"	"55"	"2010"	"2010"	822	4254709	19.3
	"55 years"	"55"	"2011"	"2011"	837	4263989	19.6
	"55 years"	"55"	"2012"	"2012"	903	4393250	20.6
	"55 years"	"55"	"2013"	"2013"	910	4415162	20.6
	"55 years"	"55"	"2014"	"2014"	902	4421625	20.4
	"55 years"	"55"	"2015"	"2015"	915	4553385	20.1
	"55 years"	"55"	"2016"	"2016"	927	4484565	20.7
	"55 years"	"55"	"2017"	"2017"	925	4413266	21.0
	"55 years"	"55"	"2018"	"2018"	971	4393983	22.1
	"55 years"	"55"	"2019"	"2019"	888	4374565	20.3
	"55 years"	"55"	"2020 "	"2020"	751	4277856	17.6
"Total"	"55 years"	"55"			15865	87161529	18.2
	"56 years"	"56"	"1999"	"1999"	378	2934509	12.9
	"56 years"	"56"	"2000"	"2000"	332	2837452	11.7
	"56 years"	"56"	"2001"	"2001"	392	2846838	13.8
	"56 years"	"56"	"2002"	"2002"	450	2846712	15.8
	"56 years"	"56"	"2003"	"2003"	533	3785668	14.1
	"56 years"	"56"	"2004"	"2004"	503	3603856	14.0
	"56 years"	"56"	"2005"	"2005"	501	3625240	13.8
	"56 years"	"56"	"2006"	"2006"	552	3760899	14.7
	"56 years"	"56"	"2007"	"2007"	608	3761384	16.2
	"56 years"	"56"	"2008"	"2008"	685	3850704	17.8
	"56 years"	"56"	"2009"	"2009"	725	3975863	18.2
	"56 years"	"56"	"2010"	"2010"	837	4037513	20.7
	"56 years"	"56"	"2011"	"2011"	812	4232520	19.2
	"56 years"	"56"	"2012"	"2012"	867	4240395	20.4
	"56 years"	"56"	"2013"	"2013"	877	4369543	20.1
	"56 years"	"56"	"2014"	"2014"	953	4395471	21.7
	"56 years"	"56"	"2015"	"2015"	976	4399120	22.2
	"56 years"	"56"	"2016"	"2016"	930	4518758	20.6
	"56 years"	"56"	"2017"	"2017"	876	4461346	19.6
	"56 years"	"56"	"2018"	"2018"	954	4377130	21.8
	"56 years"	"56"	"2019"	"2019"	907	4361016	20.8
	"56 years"	"56"	"2020 "	"2020"	766	4343881	17.6
"Total"	"56 years"	"56"			15414	85565818	18.0
	"57 years"	"57"	"1999"	"1999"	333	2561216	13.0
	"57 years"	"57"	"2000"	"2000"	362	2864020	12.6
	"57 years"	"57"	"2001"	"2001"	396	2805407	14.1
	"57 years"	"57"	"2002"	"2002"	412	2833628	14.5
	"57 years"	"57"	"2003"	"2003"	420	2831596	14.8
	"57 years"	"57"	"2004"	"2004"	525	3763702	13.9
	"57 years"	"57"	"2005"	"2005"	483	3582008	13.5
	"57 years"	"57"	"2006"	"2006"	532	3601973	14.8
	"57 years"	"57"	"2007"	"2007"	591	3734883	15.8
	"57 years"	"57"	"2008"	"2008"	635	3733201	17.0
	"57 years"	"57"	"2009"	"2009"	685	3819855	17.9
	"57 years"	"57"	"2010"	"2010"	743	3936386	18.9
	"57 years"	"57"	"2011"	"2011"	775	4066089	19.1
	"57 years"	"57"	"2012"	"2012"	822	4207605	19.5
	"57 years"	"57"	"2013"	"2013"	782	4215577	18.6
	"57 years"	"57"	"2014"	"2014"	823	4347179	18.9
	"57 years"	"57"	"2015"	"2015"	926	4371245	21.2
	"57 years"	"57"	"2016"	"2016"	913	4362807	20.9
	"57 years"	"57"	"2017"	"2017"	907	4493573	20.2
	"57 years"	"57"	"2018"	"2018"	978	4422810	22.1
	"57 years"	"57"	"2019"	"2019"	950	4342385	21.9
	"57 years"	"57"	"2020 "	"2020"	778	4327862	18.0
"Total"	"57 years"	"57"			14771	83225007	17.7
	"58 years"	"58"	"1999"	"1999"	297	2412512	12.3
	"58 years"	"58"	"2000"	"2000"	299	2540152	11.8
	"58 years"	"58"	"2001"	"2001"	419	2900132	14.4
	"58 years"	"58"	"2002"	"2002"	392	2792832	14.0
	"58 years"	"58"	"2003"	"2003"	453	2821608	16.1
	"58 years"	"58"	"2004"	"2004"	413	2819754	14.6
	"58 years"	"58"	"2005"	"2005"	527	3748661	14.1
	"58 years"	"58"	"2006"	"2006"	540	3568659	15.1
	"58 years"	"58"	"2007"	"2007"	554	3588953	15.4
	"58 years"	"58"	"2008"	"2008"	575	3722427	15.4
	"58 years"	"58"	"2009"	"2009"	682	3721219	18.3
	"58 years"	"58"	"2010"	"2010"	692	3794928	18.2
	"58 years"	"58"	"2011"	"2011"	730	3918566	18.6
	"58 years"	"58"	"2012"	"2012"	761	4040118	18.8
	"58 years"	"58"	"2013"	"2013"	838	4181408	20.0
	"58 years"	"58"	"2014"	"2014"	792	4191757	18.9
	"58 years"	"58"	"2015"	"2015"	813	4320522	18.8
	"58 years"	"58"	"2016"	"2016"	814	4332953	18.8
	"58 years"	"58"	"2017"	"2017"	903	4335891	20.8
	"58 years"	"58"	"2018"	"2018"	957	4453038	21.5
	"58 years"	"58"	"2019"	"2019"	922	4385570	21.0
	"58 years"	"58"	"2020 "	"2020"	735	4306615	17.1
"Total"	"58 years"	"58"			14108	80898275	17.4
	"59 years"	"59"	"1999"	"1999"	255	2317408	11.0
	"59 years"	"59"	"2000"	"2000"	344	2377013	14.5
	"59 years"	"59"	"2001"	"2001"	347	2565506	13.5
	"59 years"	"59"	"2002"	"2002"	433	2881784	15.0
	"59 years"	"59"	"2003"	"2003"	403	2773994	14.5
	"59 years"	"59"	"2004"	"2004"	399	2801863	14.2
	"59 years"	"59"	"2005"	"2005"	402	2799064	14.4
	"59 years"	"59"	"2006"	"2006"	540	3720317	14.5
	"59 years"	"59"	"2007"	"2007"	532	3539851	15.0
	"59 years"	"59"	"2008"	"2008"	589	3558712	16.6
	"59 years"	"59"	"2009"	"2009"	612	3689647	16.6
	"59 years"	"59"	"2010"	"2010"	666	3641269	18.3
	"59 years"	"59"	"2011"	"2011"	654	3774384	17.3
	"59 years"	"59"	"2012"	"2012"	732	3891149	18.8
	"59 years"	"59"	"2013"	"2013"	754	4012740	18.8
	"59 years"	"59"	"2014"	"2014"	836	4155417	20.1
	"59 years"	"59"	"2015"	"2015"	828	4163670	19.9
	"59 years"	"59"	"2016"	"2016"	791	4281025	18.5
	"59 years"	"59"	"2017"	"2017"	808	4303880	18.8
	"59 years"	"59"	"2018"	"2018"	892	4294024	20.8
	"59 years"	"59"	"2019"	"2019"	905	4413855	20.5
	"59 years"	"59"	"2020 "	"2020"	797	4346885	18.3
"Total"	"59 years"	"59"			13519	78303457	17.3
